date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:55	2340/2340	---M--	200	added ('OK')	image/png	etag:%2265e5e75a-924%22	https://demo.dashboardpack.com/admindek-html/files/assets/images/logo.png	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/files/assets/images/logo.png	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:55	2660/2660	---M--	200	added ('OK')	image/jpeg	etag:%2265e5e748-a64%22	https://demo.dashboardpack.com/admindek-html/files/assets/images/avatar-4.jpg	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/files/assets/images/avatar-4.jpg	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:56	3090/3090	---M--	200	added ('OK')	image/jpeg	etag:%2265e5e748-c12%22	https://demo.dashboardpack.com/admindek-html/files/assets/images/avatar-3.jpg	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/files/assets/images/avatar-3.jpg	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:56	81267/81267	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:26%20GMT	https://demo.dashboardpack.com/admindek-html/default/email-inbox.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/email-inbox.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:57	7361/7361	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:14%20GMT	https://demo.dashboardpack.com/admindek-html/default/auth-lock-screen.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/auth-lock-screen.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:57	7648/7648	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:14%20GMT	https://demo.dashboardpack.com/admindek-html/default/auth-sign-in-social.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/auth-sign-in-social.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:57	2735/2735	---M--	200	added ('OK')	image/jpeg	etag:%2265e5e748-aaf%22	https://demo.dashboardpack.com/admindek-html/files/assets/images/avatar-2.jpg	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/files/assets/images/avatar-2.jpg	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:57	46283/46283	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:19%20GMT	https://demo.dashboardpack.com/admindek-html/default/dashboard-analytics.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dashboard-analytics.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:58	43232/43232	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-static.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-static.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:58	42779/42779	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:32%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-header-fixed.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-header-fixed.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:58	43094/43094	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:13%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-compact.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-compact.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:58	42797/42797	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-sidebar.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-sidebar.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:59	52069/52069	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-horizontal-static.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-horizontal-static.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:59	42156/42156	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:32%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-horizontal-fixed.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-horizontal-fixed.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:59	42796/42796	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-horizontal-icon.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-horizontal-icon.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:53:59	42721/42721	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:32%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-horizontal-icon-fixed.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-horizontal-icon-fixed.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:00	43590/43590	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:32%20GMT	https://demo.dashboardpack.com/admindek-html/default/menu-bottom.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/menu-bottom.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:00	43256/43256	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/navbar-light.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/navbar-light.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:00	60419/60419	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/widget-statistic.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/widget-statistic.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:01	79630/79630	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/widget-data.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/widget-data.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:01	50977/50977	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/widget-chart.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/widget-chart.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:01	46394/46394	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:14%20GMT	https://demo.dashboardpack.com/admindek-html/default/alert.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/alert.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:01	44297/44297	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:15%20GMT	https://demo.dashboardpack.com/admindek-html/default/breadcrumb.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/breadcrumb.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:02	82225/82225	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:17%20GMT	https://demo.dashboardpack.com/admindek-html/default/button.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/button.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:02	49458/49458	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:15%20GMT	https://demo.dashboardpack.com/admindek-html/default/box-shadow.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/box-shadow.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:02	48448/48448	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:14%20GMT	https://demo.dashboardpack.com/admindek-html/default/accordion.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/accordion.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:03	62007/62007	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:29%20GMT	https://demo.dashboardpack.com/admindek-html/default/generic-class.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/generic-class.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:03	57160/57160	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:36%20GMT	https://demo.dashboardpack.com/admindek-html/default/tabs.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/tabs.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:03	50300/50300	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:19%20GMT	https://demo.dashboardpack.com/admindek-html/default/color.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/color.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:03	51009/51009	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:31%20GMT	https://demo.dashboardpack.com/admindek-html/default/label-badge.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/label-badge.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:04	46176/46176	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:34%20GMT	https://demo.dashboardpack.com/admindek-html/default/progress-bar.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/progress-bar.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:04	53662/53662	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:31%20GMT	https://demo.dashboardpack.com/admindek-html/default/list.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/list.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:04	52153/52153	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:36%20GMT	https://demo.dashboardpack.com/admindek-html/default/tooltip.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/tooltip.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:05	47913/47913	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/typography.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/typography.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:05	47306/47306	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:34%20GMT	https://demo.dashboardpack.com/admindek-html/default/other.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/other.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:05	45301/45301	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:19%20GMT	https://demo.dashboardpack.com/admindek-html/default/draggable.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/draggable.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:05	70047/70047	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/modal.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/modal.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:06	44867/44867	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:34%20GMT	https://demo.dashboardpack.com/admindek-html/default/notification.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/notification.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:06	45814/45814	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:35%20GMT	https://demo.dashboardpack.com/admindek-html/default/rating.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/rating.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:06	45898/45898	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:34%20GMT	https://demo.dashboardpack.com/admindek-html/default/range-slider.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/range-slider.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:06	43811/43811	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:35%20GMT	https://demo.dashboardpack.com/admindek-html/default/slider.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/slider.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:07	51969/51969	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:35%20GMT	https://demo.dashboardpack.com/admindek-html/default/syntax-highlighter.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/syntax-highlighter.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:07	45736/45736	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/tour.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/tour.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:07	44024/44024	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:37%20GMT	https://demo.dashboardpack.com/admindek-html/default/treeview.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/treeview.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:08	43055/43055	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:33%20GMT	https://demo.dashboardpack.com/admindek-html/default/nestable.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/nestable.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:08	45298/45298	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:36%20GMT	https://demo.dashboardpack.com/admindek-html/default/toolbar.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/toolbar.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:08	39729/39729	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:35%20GMT	https://demo.dashboardpack.com/admindek-html/default/session-timeout.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/session-timeout.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:08	39859/39859	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:35%20GMT	https://demo.dashboardpack.com/admindek-html/default/session-idle-timeout.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/session-idle-timeout.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:09	41252/41252	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:34%20GMT	https://demo.dashboardpack.com/admindek-html/default/offline.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/offline.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:09	46471/46471	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:14%20GMT	https://demo.dashboardpack.com/admindek-html/default/animation.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/animation.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:10	129771/129771	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:30%20GMT	https://demo.dashboardpack.com/admindek-html/default/icon-font-awesome.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/icon-font-awesome.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:10	82360/82360	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:31%20GMT	https://demo.dashboardpack.com/admindek-html/default/icon-themify.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/icon-themify.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:10	62172/62172	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:30%20GMT	https://demo.dashboardpack.com/admindek-html/default/icon-simple-line.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/icon-simple-line.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:10	53198/53198	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-elements-component.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-elements-component.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:11	54262/54262	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:27%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-elements-add-on.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-elements-add-on.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:11	56554/56554	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-elements-advance.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-elements-advance.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:11	45902/45902	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-validation.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-validation.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:11	51155/51155	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-picker.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-picker.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:12	54683/54683	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-select.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-select.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:12	45911/45911	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:28%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-masking.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-masking.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:12	57992/57992	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:29%20GMT	https://demo.dashboardpack.com/admindek-html/default/form-wizard.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/form-wizard.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:13	52227/52227	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:16%20GMT	https://demo.dashboardpack.com/admindek-html/default/bs-basic-table.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/bs-basic-table.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:13	42939/42939	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:16%20GMT	https://demo.dashboardpack.com/admindek-html/default/bs-table-sizing.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/bs-table-sizing.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:13	44630/44630	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:15%20GMT	https://demo.dashboardpack.com/admindek-html/default/bs-table-border.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/bs-table-border.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:13	42760/42760	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:16%20GMT	https://demo.dashboardpack.com/admindek-html/default/bs-table-styling.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/bs-table-styling.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:14	71618/71618	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:20%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-basic.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-basic.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:14	75148/75148	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:20%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-advance.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-advance.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:14	72836/72836	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:23%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-styling.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-styling.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:15	132501/132501	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:20%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-api.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-api.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:15	44615/44615	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:20%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-ajax.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-ajax.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:15	42784/42784	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:22%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-server-side.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-server-side.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
13:54:16	101891/101891	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2014:55:23%20GMT	https://demo.dashboardpack.com/admindek-html/default/dt-plugin.html	C:/laragon/www/dashboard/demo.dashboardpack.com/admindek-html/default/dt-plugin.html	(from https://demo.dashboardpack.com/admindek-html/default/dashboard-crm.html)
